5	348	357.28
5.01	354	354.9
5.02	362	352.6
5.03	357	350.37
5.04	316	348.21
5.05	344	346.12
5.06	343	344.1
5.07	351	342.15
5.08	331	340.26
5.09	346	338.43
5.1	340	336.66
5.11	355	334.95
5.12	344	333.29
5.13	335	331.69
5.14	311	330.13
5.15	325	328.63
5.16	287	327.18
5.17	306	325.77
5.18	320	324.41
5.19	313	323.08
5.2	350	321.81
5.21	341	320.57
5.22	331	319.37
5.23	340	318.21
5.24	299	317.08
5.25	323	315.99
5.26	344	314.93
5.27	348	313.91
5.28	313	312.91
5.29	322	311.95
5.3	308	311.01
5.31	298	310.1
5.32	296	309.22
5.33	289	308.37
5.34	303	307.54
5.35	314	306.73
5.36	290	305.94
5.37	300	305.18
5.38	307	304.44
5.39	332	303.72
5.4	310	303.01
5.41	324	302.33
5.42	344	301.66
5.43	263	301.01
5.44	301	300.38
5.45	303	299.76
5.46	290	299.16
5.47	296	298.57
5.48	313	297.99
5.49	300	297.43
5.5	305	296.88
5.51	287	296.34
5.52	276	295.81
5.53	309	295.3
5.54	288	294.79
5.55	296	294.29
5.56	299	293.8
5.57	278	293.32
5.58	346	292.85
5.59	319	292.39
5.6	299	291.94
5.61	291	291.49
5.62	253	291.04
5.63	319	290.61
5.64	312	290.18
5.65	287	289.76
5.66	261	289.34
5.67	294	288.92
5.68	296	288.51
5.69	318	288.11
5.7	281	287.71
5.71	290	287.31
5.72	291	286.91
5.73	278	286.52
5.74	270	286.13
5.75	296	285.75
5.76	305	285.37
5.77	293	284.99
5.78	277	284.61
5.79	328	284.23
5.8	310	283.86
5.81	263	283.48
5.82	286	283.11
5.83	268	282.74
5.84	246	282.37
5.85	310	282
5.86	277	281.63
5.87	302	281.27
5.88	275	280.9
5.89	284	280.53
5.9	271	280.17
5.91	292	279.8
5.92	286	279.43
5.93	268	279.07
5.94	264	278.7
5.95	279	278.33
5.96	289	277.97
5.97	282	277.6
5.98	278	277.23
5.99	289	276.86
6	264	276.49
6.01	284	276.12
6.02	260	275.75
6.03	266	275.38
6.04	276	275.01
6.05	282	274.63
6.06	259	274.26
6.07	279	273.88
6.08	272	273.51
6.09	297	273.13
6.1	282	272.75
6.11	263	272.37
6.12	258	271.99
6.13	276	271.61
6.14	273	271.23
6.15	270	270.84
6.16	271	270.46
6.17	281	270.07
6.18	268	269.69
6.19	249	269.3
6.2	252	268.91
6.21	270	268.52
6.22	271	268.12
6.23	254	267.73
6.24	239	267.34
6.25	285	266.94
6.26	264	266.54
6.27	273	266.14
6.28	244	265.75
6.29	249	265.35
6.3	285	264.94
6.31	255	264.54
6.32	243	264.14
6.33	269	263.73
6.34	262	263.33
6.35	259	262.92
6.36	263	262.51
6.37	268	262.1
6.38	250	261.69
6.39	259	261.28
6.4	266	260.87
6.41	253	260.46
6.42	260	260.04
6.43	247	259.63
6.44	284	259.21
6.45	272	258.8
6.46	259	258.38
6.47	241	257.96
6.48	269	257.54
6.49	268	257.13
6.5	245	256.71
6.51	257	256.29
6.52	257	255.87
6.53	268	255.44
6.54	263	255.02
6.55	242	254.6
6.56	245	254.18
6.57	228	253.75
6.58	246	253.33
6.59	282	252.91
6.6	231	252.48
6.61	233	252.06
6.62	288	251.63
6.63	268	251.21
6.64	239	250.78
6.65	236	250.36
6.66	234	249.93
6.67	283	249.5
6.68	239	249.08
6.69	239	248.65
6.7	250	248.23
6.71	231	247.8
6.72	228	247.37
6.73	229	246.95
6.74	221	246.52
6.75	209	246.1
6.76	235	245.67
6.77	243	245.25
6.78	231	244.82
6.79	216	244.4
6.8	241	243.97
6.81	249	243.55
6.82	250	243.12
6.83	247	242.7
6.84	276	242.28
6.85	225	241.85
6.86	243	241.43
6.87	240	241.01
6.88	240	240.59
6.89	223	240.17
6.9	236	239.75
6.91	251	239.33
6.92	242	238.91
6.93	230	238.49
6.94	232	238.07
6.95	246	237.66
6.96	251	237.24
6.97	230	236.83
6.98	216	236.41
6.99	248	236
7	216	235.58
7.01	233	235.17
7.02	266	234.76
7.03	248	234.35
7.04	225	233.94
7.05	240	233.53
7.06	210	233.13
7.07	224	232.72
7.08	250	232.31
7.09	243	231.91
7.1	230	231.51
7.11	223	231.1
7.12	230	230.7
7.13	238	230.3
7.14	234	229.9
7.15	237	229.5
7.16	229	229.11
7.17	264	228.71
7.18	227	228.32
7.19	212	227.92
7.2	225	227.53
7.21	217	227.14
7.22	221	226.75
7.23	216	226.36
7.24	241	225.97
7.25	234	225.59
7.26	237	225.2
7.27	226	224.82
7.28	235	224.44
7.29	237	224.06
7.3	236	223.68
7.31	231	223.3
7.32	223	222.92
7.33	255	222.55
7.34	223	222.18
7.35	219	221.8
7.36	235	221.43
7.37	220	221.06
7.38	228	220.7
7.39	216	220.33
7.4	257	219.96
7.41	216	219.6
7.42	233	219.24
7.43	204	218.88
7.44	195	218.52
7.45	226	218.16
7.46	230	217.8
7.47	232	217.45
7.48	214	217.1
7.49	219	216.74
7.5	192	216.39
7.51	219	216.05
7.52	224	215.7
7.53	200	215.35
7.54	222	215.01
7.55	216	214.67
7.56	243	214.33
7.57	219	213.99
7.58	211	213.65
7.59	215	213.31
7.6	230	212.98
7.61	225	212.65
7.62	218	212.31
7.63	240	211.98
7.64	211	211.66
7.65	220	211.33
7.66	247	211
7.67	204	210.68
7.68	227	210.36
7.69	204	210.04
7.7	222	209.72
7.71	209	209.4
7.72	235	209.09
7.73	228	208.77
7.74	225	208.46
7.75	196	208.15
7.76	196	207.84
7.77	215	207.53
7.78	219	207.23
7.79	192	206.92
7.8	193	206.62
7.81	203	206.32
7.82	182	206.02
7.83	208	205.72
7.84	216	205.42
7.85	220	205.13
7.86	200	204.84
7.87	216	204.54
7.88	216	204.25
7.89	199	203.97
7.9	193	203.68
7.91	204	203.39
7.92	212	203.11
7.93	225	202.83
7.94	225	202.54
7.95	189	202.27
7.96	184	201.99
7.97	197	201.71
7.98	205	201.44
7.99	215	201.16
8	226	200.89
8.01	204	200.62
8.02	189	200.35
8.03	211	200.08
8.04	193	199.82
8.05	211	199.55
8.06	185	199.29
8.07	184	199.03
8.08	227	198.77
8.09	213	198.51
8.1	233	198.25
8.11	205	198
8.12	216	197.74
8.13	197	197.49
8.14	206	197.24
8.15	206	196.99
8.16	216	196.74
8.17	221	196.49
8.18	199	196.25
8.19	196	196
8.2	210	195.76
8.21	206	195.52
8.22	194	195.28
8.23	213	195.04
8.24	191	194.8
8.25	197	194.57
8.26	205	194.33
8.27	206	194.1
8.28	199	193.87
8.29	197	193.64
8.3	208	193.41
8.31	203	193.18
8.32	200	192.95
8.33	173	192.73
8.34	198	192.5
8.35	184	192.28
8.36	163	192.06
8.37	219	191.84
8.38	184	191.62
8.39	192	191.4
8.4	201	191.18
8.41	220	190.97
8.42	191	190.75
8.43	185	190.54
8.44	191	190.33
8.45	192	190.12
8.46	195	189.91
8.47	173	189.7
8.48	200	189.49
8.49	199	189.28
8.5	215	189.08
8.51	183	188.88
8.52	212	188.67
8.53	210	188.47
8.54	177	188.27
8.55	218	188.07
8.56	188	187.87
8.57	168	187.68
8.58	177	187.48
8.59	194	187.29
8.6	181	187.09
8.61	174	186.9
8.62	187	186.71
8.63	199	186.52
8.64	176	186.33
8.65	198	186.14
8.66	172	185.95
8.67	197	185.76
8.68	180	185.58
8.69	200	185.39
8.7	189	185.21
8.71	191	185.02
8.72	195	184.84
8.73	188	184.66
8.74	184	184.48
8.75	177	184.3
8.76	189	184.12
8.77	209	183.95
8.78	182	183.77
8.79	201	183.59
8.8	189	183.42
8.81	198	183.25
8.82	160	183.07
8.83	183	182.9
8.84	187	182.73
8.85	181	182.56
8.86	192	182.39
8.87	176	182.22
8.88	175	182.05
8.89	203	181.89
8.9	175	181.72
8.91	168	181.55
8.92	184	181.39
8.93	174	181.23
8.94	188	181.06
8.95	193	180.9
8.96	176	180.74
8.97	181	180.58
8.98	193	180.42
8.99	167	180.26
9	181	180.1
9.01	183	179.94
9.02	202	179.78
9.03	201	179.63
9.04	183	179.47
9.05	170	179.32
9.06	192	179.16
9.07	163	179.01
9.08	179	178.86
9.09	188	178.7
9.1	194	178.55
9.11	142	178.4
9.12	171	178.25
9.13	141	178.1
9.14	181	177.95
9.15	167	177.8
9.16	179	177.65
9.17	183	177.5
9.18	164	177.36
9.19	164	177.21
9.2	173	177.07
9.21	180	176.92
9.22	172	176.77
9.23	163	176.63
9.24	174	176.49
9.25	197	176.34
9.26	171	176.2
9.27	184	176.06
9.28	172	175.92
9.29	181	175.78
9.3	200	175.64
9.31	165	175.5
9.32	195	175.36
9.33	185	175.22
9.34	150	175.08
9.35	156	174.94
9.36	157	174.8
9.37	192	174.66
9.38	184	174.53
9.39	172	174.39
9.4	190	174.26
9.41	162	174.12
9.42	163	173.98
9.43	195	173.85
9.44	157	173.72
9.45	162	173.58
9.46	176	173.45
9.47	187	173.32
9.48	147	173.18
9.49	182	173.05
9.5	183	172.92
9.51	159	172.79
9.52	173	172.66
9.53	215	172.52
9.54	192	172.39
9.55	171	172.26
9.56	181	172.13
9.57	152	172
9.58	198	171.88
9.59	141	171.75
9.6	175	171.62
9.61	173	171.49
9.62	182	171.36
9.63	184	171.23
9.64	159	171.11
9.65	165	170.98
9.66	174	170.85
9.67	169	170.73
9.68	162	170.6
9.69	165	170.48
9.7	176	170.35
9.71	167	170.22
9.72	163	170.1
9.73	166	169.97
9.74	171	169.85
9.75	154	169.73
9.76	179	169.6
9.77	174	169.48
9.78	157	169.35
9.79	161	169.23
9.8	169	169.11
9.81	145	168.99
9.82	182	168.86
9.83	167	168.74
9.84	150	168.62
9.85	176	168.5
9.86	170	168.38
9.87	183	168.25
9.88	183	168.13
9.89	164	168.01
9.9	173	167.89
9.91	149	167.77
9.92	150	167.65
9.93	158	167.53
9.94	177	167.41
9.95	164	167.29
9.96	169	167.17
9.97	161	167.05
9.98	142	166.93
9.99	183	166.81
10	176	166.69
10.01	144	166.57
10.02	137	166.45
10.03	167	166.33
10.04	177	166.22
10.05	189	166.1
10.06	149	165.98
10.07	157	165.86
10.08	160	165.74
10.09	156	165.63
10.1	159	165.51
10.11	148	165.39
10.12	148	165.27
10.13	154	165.16
10.14	177	165.04
10.15	169	164.92
10.16	151	164.8
10.17	151	164.69
10.18	158	164.57
10.19	155	164.45
10.2	136	164.34
10.21	133	164.22
10.22	164	164.1
10.23	170	163.99
10.24	167	163.87
10.25	152	163.76
10.26	145	163.64
10.27	169	163.52
10.28	159	163.41
10.29	172	163.29
10.3	164	163.18
10.31	160	163.06
10.32	159	162.95
10.33	170	162.83
10.34	173	162.72
10.35	174	162.6
10.36	175	162.49
10.37	172	162.37
10.38	166	162.26
10.39	165	162.14
10.4	155	162.03
10.41	151	161.91
10.42	154	161.8
10.43	168	161.68
10.44	179	161.57
10.45	177	161.45
10.46	174	161.34
10.47	154	161.23
10.48	143	161.11
10.49	169	161
10.5	155	160.88
10.51	150	160.77
10.52	172	160.66
10.53	161	160.54
10.54	180	160.43
