5	22	26.5
5.02	22	26.41
5.04	27	26.32
5.06	19	26.24
5.08	23	26.16
5.1	33	26.08
5.12	28	26.01
5.14	28	25.94
5.16	38	25.87
5.18	29	25.8
5.2	24	25.74
5.22	23	25.68
5.24	29	25.62
5.26	32	25.56
5.28	38	25.51
5.3	29	25.45
5.32	27	25.4
5.34	29	25.34
5.36	23	25.29
5.38	38	25.24
5.4	30	25.19
5.42	26	25.13
5.44	33	25.08
5.46	18	25.03
5.48	23	24.98
5.5	22	24.93
5.52	21	24.87
5.54	23	24.82
5.56	20	24.77
5.58	28	24.72
5.6	17	24.66
5.62	29	24.61
5.64	23	24.55
5.66	25	24.5
5.68	30	24.44
5.7	31	24.39
5.72	29	24.33
5.74	22	24.27
5.76	22	24.21
5.78	23	24.16
5.8	19	24.1
5.82	22	24.04
5.84	26	23.97
5.86	19	23.91
5.88	23	23.85
5.9	21	23.79
5.92	23	23.72
5.94	24	23.66
5.96	22	23.59
5.98	21	23.53
6	28	23.46
6.02	25	23.4
6.04	27	23.33
6.06	23	23.26
6.08	32	23.19
6.1	25	23.12
6.12	20	23.05
6.14	22	22.98
6.16	21	22.91
6.18	19	22.84
6.2	25	22.77
6.22	16	22.7
6.24	21	22.62
6.26	36	22.55
6.28	24	22.48
6.3	20	22.4
6.32	20	22.33
6.34	28	22.26
6.36	21	22.18
6.38	22	22.11
6.4	23	22.03
6.42	24	21.96
6.44	23	21.88
6.46	26	21.81
6.48	22	21.73
6.5	17	21.65
6.52	29	21.58
6.54	29	21.5
6.56	27	21.43
6.58	22	21.35
6.6	23	21.27
6.62	20	21.2
6.64	21	21.12
6.66	19	21.04
6.68	16	20.97
6.7	21	20.89
6.72	15	20.82
6.74	23	20.74
6.76	18	20.67
6.78	20	20.59
6.8	20	20.51
6.82	29	20.44
6.84	24	20.36
6.86	22	20.29
6.88	21	20.21
6.9	18	20.14
6.92	20	20.07
6.94	29	19.99
6.96	28	19.92
6.98	30	19.85
7	19	19.77
7.02	26	19.7
7.04	16	19.63
7.06	30	19.56
7.08	17	19.48
7.1	32	19.41
7.12	14	19.34
7.14	24	19.27
7.16	19	19.2
7.18	24	19.13
7.2	29	19.06
7.22	23	18.99
7.24	24	18.93
7.26	21	18.86
7.28	14	18.79
7.3	27	18.72
7.32	24	18.66
7.34	14	18.59
7.36	15	18.53
7.38	18	18.46
7.4	21	18.4
7.42	23	18.33
7.44	13	18.27
7.46	17	18.2
7.48	13	18.14
7.5	21	18.08
7.52	18	18.02
7.54	12	17.96
7.56	13	17.9
7.58	21	17.84
7.6	24	17.78
7.62	28	17.72
7.64	10	17.66
7.66	16	17.6
7.68	20	17.54
7.7	29	17.49
7.72	18	17.43
7.74	15	17.37
7.76	14	17.32
7.78	12	17.26
7.8	13	17.21
7.82	17	17.16
7.84	16	17.1
7.86	6	17.05
7.88	21	17
7.9	16	16.95
