5	459	465.58
5.01	451	460.4
5.02	420	455.42
5.03	424	450.64
5.04	420	446.05
5.05	392	441.65
5.06	463	437.42
5.07	415	433.37
5.08	397	429.48
5.09	452	425.75
5.1	381	422.17
5.11	405	418.75
5.12	416	415.46
5.13	407	412.32
5.14	411	409.3
5.15	427	406.42
5.16	437	403.66
5.17	415	401.02
5.18	395	398.49
5.19	406	396.07
5.2	420	393.75
5.21	386	391.54
5.22	404	389.43
5.23	382	387.41
5.24	380	385.48
5.25	357	383.63
5.26	369	381.87
5.27	415	380.19
5.28	416	378.58
5.29	415	377.05
5.3	394	375.59
5.31	376	374.19
5.32	378	372.86
5.33	412	371.59
5.34	356	370.38
5.35	409	369.22
5.36	399	368.12
5.37	370	367.07
5.38	384	366.07
5.39	382	365.11
5.4	387	364.2
5.41	394	363.33
5.42	377	362.5
5.43	368	361.71
5.44	395	360.95
5.45	384	360.23
5.46	375	359.54
5.47	396	358.88
5.48	385	358.25
5.49	390	357.64
5.5	375	357.06
5.51	397	356.51
5.52	376	355.98
5.53	368	355.47
5.54	343	354.98
5.55	372	354.5
5.56	357	354.05
5.57	378	353.61
5.58	370	353.19
5.59	357	352.78
5.6	423	352.38
5.61	363	351.99
5.62	367	351.62
5.63	395	351.25
5.64	339	350.89
5.65	359	350.54
5.66	379	350.2
5.67	352	349.87
5.68	344	349.54
5.69	350	349.21
5.7	321	348.89
5.71	376	348.57
5.72	319	348.25
5.73	332	347.94
5.74	367	347.63
5.75	337	347.31
5.76	358	347
5.77	333	346.69
5.78	321	346.38
5.79	343	346.07
5.8	314	345.75
5.81	355	345.43
5.82	336	345.12
5.83	335	344.79
5.84	351	344.47
5.85	328	344.14
5.86	306	343.81
5.87	326	343.47
5.88	349	343.13
5.89	315	342.78
5.9	346	342.43
5.91	308	342.08
5.92	309	341.72
5.93	312	341.35
5.94	306	340.98
5.95	354	340.6
5.96	362	340.21
5.97	315	339.82
5.98	356	339.43
5.99	307	339.02
6	313	338.62
6.01	333	338.2
6.02	314	337.78
6.03	343	337.35
6.04	302	336.91
6.05	349	336.47
6.06	321	336.02
6.07	311	335.56
6.08	337	335.09
6.09	321	334.62
6.1	323	334.15
6.11	337	333.66
6.12	340	333.17
6.13	322	332.67
6.14	339	332.16
6.15	284	331.65
6.16	307	331.13
6.17	316	330.6
6.18	298	330.07
6.19	293	329.53
6.2	317	328.98
6.21	320	328.43
6.22	313	327.87
6.23	320	327.3
6.24	316	326.73
6.25	285	326.15
6.26	293	325.56
6.27	296	324.97
6.28	334	324.37
6.29	329	323.77
6.3	281	323.16
6.31	325	322.54
6.32	328	321.92
6.33	314	321.3
6.34	332	320.66
6.35	273	320.03
6.36	296	319.38
6.37	296	318.73
6.38	323	318.08
6.39	310	317.42
6.4	278	316.76
6.41	319	316.09
6.42	280	315.42
6.43	317	314.75
6.44	308	314.07
6.45	311	313.38
6.46	343	312.69
6.47	338	312
6.48	317	311.3
6.49	291	310.6
6.5	264	309.9
6.51	284	309.19
6.52	277	308.48
6.53	284	307.77
6.54	284	307.05
6.55	284	306.34
6.56	308	305.61
6.57	304	304.89
6.58	300	304.16
6.59	294	303.43
6.6	286	302.7
6.61	272	301.97
6.62	296	301.24
6.63	308	300.5
6.64	287	299.76
6.65	288	299.02
6.66	305	298.28
6.67	302	297.54
6.68	308	296.79
6.69	313	296.05
6.7	290	295.3
6.71	284	294.56
6.72	297	293.81
6.73	294	293.06
6.74	273	292.31
6.75	294	291.56
6.76	287	290.82
6.77	302	290.07
6.78	291	289.32
6.79	295	288.57
6.8	275	287.82
6.81	290	287.07
6.82	289	286.33
6.83	280	285.58
6.84	281	284.83
6.85	301	284.09
6.86	288	283.35
6.87	286	282.6
6.88	285	281.86
6.89	293	281.12
6.9	276	280.38
6.91	256	279.64
6.92	252	278.91
6.93	294	278.17
6.94	276	277.44
6.95	276	276.71
6.96	303	275.98
6.97	271	275.25
6.98	282	274.53
6.99	284	273.81
7	291	273.09
7.01	272	272.37
7.02	290	271.65
7.03	305	270.94
7.04	241	270.23
7.05	280	269.52
7.06	271	268.82
7.07	265	268.12
7.08	282	267.42
7.09	264	266.72
7.1	305	266.03
7.11	240	265.34
7.12	271	264.66
7.13	253	263.97
7.14	291	263.29
7.15	262	262.62
7.16	280	261.95
7.17	287	261.28
7.18	259	260.61
7.19	273	259.95
7.2	268	259.29
7.21	293	258.64
7.22	286	257.99
7.23	275	257.34
7.24	272	256.7
7.25	237	256.06
7.26	271	255.43
7.27	296	254.8
7.28	276	254.17
7.29	272	253.55
7.3	260	252.94
7.31	262	252.32
7.32	251	251.71
7.33	296	251.11
7.34	259	250.51
